Artikelnummer|Hersteller-Artikelnummer|EAN|Hersteller|Bezeichnung|Kategorie 1|HEK|Lagerbestand|Image|Deep-Link
10128833|4044951001286|4260048810436|Revoltec|"Y-Adapterkabel Stromkabel 1x 3pin Buchse auf 2x 3pin Stecker "|hoh|1,67|4|http://admin.next.hoh.de/media/image/thumbnail//71711_1ed7e17c3b632b1310bd7b411bbde0b9_720x600.jpg|http://www.hoh.de/detail/index/sArticle/71711
10128843|DGS-1008D/E|0790069252747|D-Link|"D-Link DGS-1008D Gigabit Switch, 8-Port"|hoh|19,24|65|http://admin.next.hoh.de/media/image/thumbnail//71771_407fb90c7dbbc2d9db7d52df6cf48715_720x600.jpg|http://www.hoh.de/detail/index/sArticle/71771
10128867|LC-970Y|4977766648523|BROTHER|"Druckerpatrone Original Brother LC-970 Gelb"|hoh|7,34|15|http://admin.next.hoh.de/media/image/thumbnail//71891_92a4aa88b4b77c6c74a595f409a070f2_720x600.jpg|http://www.hoh.de/detail/index/sArticle/71891
10129545|SY1225SL12M|4571225041117|Scythe|"Scythe Slip Stream 120mm 1200rpm"|hoh|5,45|3|http://admin.next.hoh.de/media/image/thumbnail//72901_3e5deb7a552941c75e703ac3a92825e4_720x600.jpg|http://www.hoh.de/detail/index/sArticle/72901
10129584|76405|0403881622245|Diverse|"Patchkabel RJ45 CAT6 S-STP grau 5m  "|hoh|5,45|14|http://admin.next.hoh.de/media/image/thumbnail//13c368bcd4209583763594ee9decb499_720x600.jpg|http://www.hoh.de/detail/index/sArticle/997604
10129668|S215128|4038816221285|Synergy 21|"Patchkabel RJ45 CAT5e S-FTP grÃ¼n 2m"|hoh|1,67|9|http://admin.next.hoh.de/media/image/thumbnail//1022125_f925cfa7ae8f6a9f4603f56f07ceee70_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1022125
10129690|S215144|4038816221445|Synergy|"Patchkabel RJ45 CAT5e S-FTP schwarz 5m"|hoh|4,12|1|http://admin.next.hoh.de/media/image/thumbnail//7f15480bd0b077339c082801eac030b5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995878
10129706|12861|4250078143123|KeySonic|"USB-Tastatur Keysonic ACK-540U+ Integriertes Touchpad, Maustasten Schwarz"|hoh|29,46|13|http://admin.next.hoh.de/media/image/thumbnail//1013009_b8c994ece722f9150fc77951a7f03da8_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013009
10129721|84000000019|4250280361988|EKL|"EKL AlpenfÃ¶hn FÃ¶hn 120mm 1300rpm 700-1300rpm"|hoh|4,16|1|http://admin.next.hoh.de/media/image/thumbnail//73871_dcbb860b821b3045e6ccdbbe5a947116_720x600.jpg|http://www.hoh.de/detail/index/sArticle/73871
10129847|600300734|4250140341044|Cooltek|"Cooltek Anti-Vibrations LÃ¼fterrahmen - 120 mm"|hoh|1,55|1||http://www.hoh.de/detail/index/sArticle/633301
10130186|2752B005CA|4960999575056|Canon|"Canon EF-S 18-200 F3,5-5,6 IS Zoom-Objektiv, Canon EF-S"|hoh|442,25|2|http://admin.next.hoh.de/media/image/thumbnail//1013017_d60522571c91e1b9172095b7710275c7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013017
10130459|LC1100HYBK|4977766659819|Brother|"Druckerpatrone Original Brother LC-1100HY Schwarz"|hoh|23,55|50|http://admin.next.hoh.de/media/image/thumbnail//1002272_996bb012ae1ccea429d855d32bfc5a0b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1002272
10130824|CC644EE|0883585763641|HP IPG|"HP 300XL - CC644EE - Druckerpatrone"|hoh|24,99|32|http://admin.next.hoh.de/media/image/thumbnail//1003118_4850c9a334195dc20270949d4f83cab8_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1003118
10131389|60101|4043619601011|Delock|"Y-Adapterkabel Strom 1x4pin Buchse auf 1x15pin SATA Stecker gewinkelt"|hoh|1,64|2|http://admin.next.hoh.de/media/image/thumbnail//77361_ec71b3de75161c2fc24eee9f31fada59_720x600.jpg|http://www.hoh.de/detail/index/sArticle/77361
10132202|AFACO-12PT0-GBA01|0872767002418|Arctic Cooling|"Arctic Cooling F12 Pro TC 120mm 400-1300rpm"|hoh|3,32|1|http://admin.next.hoh.de/media/image/thumbnail//461791_522bab40dfa3503fac5c679f3d706469_720x600.jpg|http://www.hoh.de/detail/index/sArticle/461791
10132302|SY1212SL12SL|4571225044019|Scythe|"Scythe Slip Stream Slim 120mm 800rpm"|hoh|5,87|2|http://admin.next.hoh.de/media/image/thumbnail//79721_1783e0962e182eb009997977fff6f7c4_720x600.jpg|http://www.hoh.de/detail/index/sArticle/79721
10132720|LC6650GP3 V2.3|4260070122194|LC-Power|"LC-Power Silent Giant Green Power 650W ATX 2.3 140mm 80+ Br"|hoh|44,41|2|http://admin.next.hoh.de/media/image/thumbnail//80921_15398ce32132b65742f2e2f2f1887d86_720x600.jpg|http://www.hoh.de/detail/index/sArticle/80921
10133555|DPR-1020/E|0790069320729|D-Link|"D-Link DPR-1020  Printserver 1x USB"|hoh|54,54|13|http://admin.next.hoh.de/media/image/thumbnail//548211_7d83b36c256344606b857aa0a1ad02be_720x600.jpg|http://www.hoh.de/detail/index/sArticle/548211
10133950| 17718B|4038816223791|Synergy21|"Kabel VGA Anschlusskabel St/St schwarz 5m"|hoh|5,84|1|http://admin.next.hoh.de/media/image/thumbnail//2f11accf71dfcfb1d0209b6666a72305555f290c39c77_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1034470
10133952|No Name|4016032286752|No Name|"Kabel VGA VerlÃ¤ngerungskabel St/Bu schwarz 1,8m"|hoh|4,12|1|http://admin.next.hoh.de/media/image/thumbnail//84171_b6f3d2fd24312b0e4359acbbbdc98f1e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/84171
10135119|WN604-100PES|0606449070699|Netgear|"Netgear WN604 Access Point Wireless-N150"|hoh|32,57|22||http://www.hoh.de/detail/index/sArticle/612781
10135251|0193|4042485284281|Plustek|"Mobiler Dokumentenscanner A4 Plustek MobileOffice S400 600 x 600 dpi 3 Seiten/min USB"|hoh|73,82|6|http://admin.next.hoh.de/media/image/thumbnail//1013067_a77e4c155d8536e29259ab15089574a2_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013067
10135303|4541B009|8714574554457|Canon|"Canon Tinte CLI-526 C/M/Y 3er-Pack (4541B006) Cyan/Magenta/Yellow"|hoh|23,11|355|http://admin.next.hoh.de/media/image/thumbnail//1000266_27b24d930da8bdbaebc2cb0b9de70ce9_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1000266
10155480|HL5470DWG1|4977766706490|Brother|"Brother HL-5470DW Laser A4 (40 Seiten/Min, 300 BlÃ¤tter, USB, LAN, Wi-Fi)"|hoh|250,03|3|http://admin.next.hoh.de/media/image/thumbnail//600661_09aa33d9fe50b1cfa7d6d4dc377c7c81_720x600.jpg|http://www.hoh.de/detail/index/sArticle/600661
10153284|08.0104.28.00|4007371040204|Küchenprofi|"KÃCHENPROFI Fleischklopfer Edelstahl 18/10"|hoh|20,59|4||http://www.hoh.de/detail/index/sArticle/576081
10152370|BL060|4260052182918|Be-Quiet|"be quiet! Silent Wings 2 80mm 2000rpm 14,5dB(A)"|hoh|12,56|1|http://admin.next.hoh.de/media/image/thumbnail//551991_0a29eb04ff0641ac5d99984090b128b4_720x600.jpg|http://www.hoh.de/detail/index/sArticle/551991
10152372|BL063|4260052182949|Be-Quiet|"be quiet! Silent Wings 2 140mm 1000rpm 15,8dB(A)"|hoh|15,38|63|http://admin.next.hoh.de/media/image/thumbnail//552011_bfe4ce0bf94e3cb89fcbae046fc8f731_720x600.jpg|http://www.hoh.de/detail/index/sArticle/552011
10152374|BL025|4260052182659|Be-Quiet|"be quiet! Shadow Wings PWM 92mm 1800rpm 17,8dB(A)"|hoh|8,40|3|http://admin.next.hoh.de/media/image/thumbnail//552031_935268412dc0c1a6de946e08d6af855f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/552031
10135453|4722B001AA|4960999676586|Canon|"Ersatzakku Canon NB-9L Akku"|hoh|34,97|7|http://admin.next.hoh.de/media/image/thumbnail//1141_15122c3f3852bc37e2dcdebc2978831a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1141
10135947|12135|4711132863703|RaidSonic|"Raidsonic Raidon Carrier GR3630"|hoh|15,88|3||http://www.hoh.de/detail/index/sArticle/1034472
10137078|CM3X4GSD1066|0843591004046|Corsair|"Corsair SO-DIMM 4GB PC3-8500S DDR3-1066 CL7 ValueRAM"|hoh|24,86|1|http://admin.next.hoh.de/media/image/thumbnail//5641_b983dd4f7e1dd979c469ff90134da770_720x600.jpg|http://www.hoh.de/detail/index/sArticle/5641
10137088|CE321A|0884420854517|HP IPG|"Toner Original HP 128A Cyan Seitenreichweite max. 1300 Seiten"|hoh|49,39|14|http://admin.next.hoh.de/media/image/thumbnail//587221_5471169acc236271728f93af4eb8584e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/587221
10137180|TS16GSDHC10|0760557817246|Transcend|"SDHC-Karte 16 GB Transcend Premium Class 10"|hoh|7,13|366|http://admin.next.hoh.de/media/image/thumbnail//5901_2182902876a4be221213549782acfc98_720x600.jpg|http://www.hoh.de/detail/index/sArticle/5901
10137557|4514-020|4014619354986|Delock|"Kabel HDMI 1.4 mit Ethernet Anschlusskabel schwarz St/St 2m  "|hoh|9,24|1|http://admin.next.hoh.de/media/image/thumbnail//7031_77094a483a5371047dc65fafc7f5a4c9_720x600.jpg|http://www.hoh.de/detail/index/sArticle/7031
10137661|10620|4017273106205|Terratec|"Terratec Grabby Videoschnitt Adapter"|hoh|24,32|128|http://admin.next.hoh.de/media/image/thumbnail//1013074_f9fd65933461ead348b8e4291137cf9d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013074
10137847|TS8GJF600|0760557816652|Transcend|"Transcend JetFlash 600 8GB USB 2.0"|hoh|4,97|56|http://admin.next.hoh.de/media/image/thumbnail//768541_5849360427ee6b148998e46ca149ab35_720x600.jpg|http://www.hoh.de/detail/index/sArticle/768541
10139316|AFACO-080T0-GBA01|0872767002661|Arctic Cooling|"Arctic Cooling F8 TC 80mm 500-2000rpm"|hoh|2,48|4|http://admin.next.hoh.de/media/image/thumbnail//12391_4ed3c4259999aff070ccc4f99cbce342_720x600.jpg|http://www.hoh.de/detail/index/sArticle/12391
10139786|90LMC2101Q01041C-|4719543331521|Asus TFT|"ASUS VE247H 59,9cm 23,6"" 1920x1080 LED"|hoh|125,21|1|http://admin.next.hoh.de/media/image/thumbnail//461731_d561c6ec4e308474f25e4276966df5d4_720x600.jpg|http://www.hoh.de/detail/index/sArticle/461731
10140282|7640-030R|4719072224349|MSI|"MSI 990FXA-GD65 990FX Sockel AM3+ ATX DDR3"|hoh|98,24|3|http://admin.next.hoh.de/media/image/thumbnail//15151_d74d2b4f130f32a154a1b2ce7a39abc3_720x600.jpg|http://www.hoh.de/detail/index/sArticle/15151
10140571|UCTB12P|4713157731197|Enermax|"Enermax T.B.Silence PWM 120mm 500-1500rpm"|hoh|8,90|1|http://admin.next.hoh.de/media/image/thumbnail//16411_83b1e981456806499846e40c4fa8fd5d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/16411
10140632|56056|4021801560568|Freecom|"Externe Festplatte 6.35 cm (2.5 "") 500 GB Freecom Mobile Drive XXS Schwarz USB 3.0"|hoh|67,13|4|http://admin.next.hoh.de/media/image/thumbnail//1013095_f64aef570af6c351f73c04a35c872f87_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013095
10141623|PC-T60B|4718466002662|Lian Li|"Benchtable PC-GehÃ¤use PC-T60B"|hoh|71,17|4|http://admin.next.hoh.de/media/image/thumbnail//1013102_9a84c0f132d70602606604c0801ce819_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013102
10142026|BN182|4260052182499|Be-Quiet|"Be Quiet Pure Power L8-CM 630 Watt PC-Netzteil 630 W ATX"|hoh|68,06|1|http://admin.next.hoh.de/media/image/thumbnail//20911_5581116e9fe226fa793aa2f6aa485acd_720x600.jpg|http://www.hoh.de/detail/index/sArticle/20911
10142556|20640|4010384206406|Stabo|"Stabo Freecomm 600 Set FunkgerÃ¤te"|hoh|40,29|24|http://admin.next.hoh.de/media/image/thumbnail//22831_fe008d010f26204c13d27ef9319478cd_720x600.jpg|http://www.hoh.de/detail/index/sArticle/22831
10142795|849308|4210201849308|Braun|"Braun 3D White 2er ErsatzzahnbÃ¼rsten"|hoh|6,80|36|http://admin.next.hoh.de/media/image/thumbnail//2fd2b5fdcef7413587aceb1fec483007_720x600.jpg|http://www.hoh.de/detail/index/sArticle/23751
101434658|SCHRUMPFSPLEISSSCHUTZ 40M|2050001495976|LIGHTWIN|"Lightwin Schrumpfspleissschutz 40 mm"|hoh|0,23|20|http://admin.next.hoh.de/media/image/thumbnail//1013124_b2270d25f3e2bbf9456354f494856d92_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013124
101434659|LWC-SFP-SFP|9120046984162|LIGHTWIN|"Lightwin Medien-Konverter"|hoh|81,43|2|http://admin.next.hoh.de/media/image/thumbnail//1013125_fb348472f564711bc2f66772b5cd4869_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013125
101434685|TLLY4400|2050000071966|VISHAY|"LED bedrahtet Gelb Rund 3 mm 1.2 mcd 25 Â° 2 mA 2.4 V Vishay TLLY 4400"|hoh|0,31|3693|http://admin.next.hoh.de/media/image/thumbnail//1013131_2ad69641a1de2313a1adeb42407624ca_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013131
10152376|BL027|4260052182673|Be-Quiet|"be quiet! Shadow Wings PWM 140mm 1000rpm 18,4dB(A)"|hoh|11,66|55|http://admin.next.hoh.de/media/image/thumbnail//552051_df184295cc2e850332a2569badaed9c0_720x600.jpg|http://www.hoh.de/detail/index/sArticle/552051
10152404|18280|4005556182800|Ravensburger|"Ravensburger FreundschaftsbÃ¤ndchen 18280"|hoh|6,68|14||http://www.hoh.de/detail/index/sArticle/553591
101524104|00069345|4891475344111|Oregon Scientific|"Oregon Scientific SE336 Herzfrequenzmesser TOUCH Line"|hoh|58,84|4|http://admin.next.hoh.de/media/image/thumbnail//1033176_2f58c13a76a1340f1f8e5c229628ec4b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1033176
101530275|GV-R927XOC-2GD|4719331338329|Gigabyte|"Gigabyte Radeon R9 270X WindForce 3X OC 2GB GDDR5"|hoh|163,76|1|http://admin.next.hoh.de/media/image/thumbnail//aca19693deaf10426ed617f394238426_720x600.jpg|http://www.hoh.de/detail/index/sArticle/999960
10153048|EFW 8305|8712285315527|Vogel`s|"VogelÂ´s Superflat L EFW 8305 Plasma/LCD Wandhalterung 32''-50''"|hoh|42,01|5|http://admin.next.hoh.de/media/image/thumbnail//613871_67d5a7a45309137aeba88567cd8d1d0b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/613871
10153057|0021C18|6438158462960|Nokia|"Nokia 603 White"|hoh|41,93|20|http://admin.next.hoh.de/media/image/thumbnail//561841_6fae008c158eb053120d4df37ee574e2_720x600.jpg|http://www.hoh.de/detail/index/sArticle/561841
100116760|6032X-2BALDE1|4894461093178|Alcatel|"Alcatel Idol 6032X Soft Gold, Smartphone 11.9 cm (4.7 Zoll) 1.2 GHz Quad Core 16 GB 13.1 Mio. Pixel "|hoh|125,97|29|http://admin.next.hoh.de/media/image/thumbnail//1010012_976785e63d693ec6b2fe08ce93da6564_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1010012
100117115|WD10PURX|4016138885217|Western Digital|"Interne Festplatte 8.9 cm (3.5 "") 1 TB WD Purple WD10PURX SATA III"|hoh|53,61|36|http://admin.next.hoh.de/media/image/thumbnail//1010017_a0a8d32453f55db097052f9de52193b2_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1010017
100117235|MP06050|0817913011487|MakerBot Industries|"Makerbot Filament PLA 1,75mm 0,9kg Neon Orange"|hoh|66,39|7|http://admin.next.hoh.de/media/image/thumbnail//77fd3b796a1f2af4e01b47e087403994_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1030684
100117422|0016H5-SKU12|4719072373689|MSI|"MSI GS60-2QEUi716SR21 39,6cm (15,6"") Notebook, Intel Core i7-4720HQ, 16GB, 256GB & 1TB, GTX"|hoh|1679,83|1|http://admin.next.hoh.de/media/image/thumbnail//12735a2f2227504519fa1990e1ace159_720x600.png|http://www.hoh.de/detail/index/sArticle/1030638
100117448|SH1998C259|4016138780222|Conrad|"CCA Netzwerkkabel CAT 5e, abgepackt Simplex 4 x 2 x 0.14 mmÂ² WeiÃ 305 m Conrad"|hoh|61,36|9|http://admin.next.hoh.de/media/image/thumbnail//1010024_7fbea55d0b5e2d96b9fba5029a21410e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1010024
100117525|40800|4040849408007|Goobay|"Goobay Displayschutzfolie aus Glas (dÃ¼nn) fÃ¼r Apple iPhone 6"|hoh|6,26|28||http://www.hoh.de/detail/index/sArticle/1030815
100117587|EO-MN910VWEGWW|8806086416009|Samsung|"Samsung BluetoothÂ® Headset EO-MN910, WeiÃ"|hoh|50,34|15|http://admin.next.hoh.de/media/image/thumbnail//1030870_681b220dcd9b319a8e9892c0c476a0c4_720x600.png|http://www.hoh.de/detail/index/sArticle/1030870
100119347|ID0037|4052792005264|Logilink|"USB-Tastatur LogiLink ID0037 SpritzwassergeschÃ¼tzt, StaubgeschÃ¼tzt, Flexibel GrÃ¼n"|hoh|5,62|569|http://admin.next.hoh.de/media/image/thumbnail//1010064_040a23f4f8f67709984fa242f2fec2f8_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1010064
101434955|R9-86L-01-WG|2050000998195|SCI|"LED-Signalleuchte GrÃ¼n 12 V/DC 20 mA SCI R9-86L-01-WG"|hoh|2,34|728|http://admin.next.hoh.de/media/image/thumbnail//1013170_f181642e335c5aed3c772cd27213e31b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013170
101434956|SOFTTHERM 86/525|2050001284440|KERAFOL|"WÃ¤rmeleitfolie SoftthermÂ® - 86/525 Kerafol 86/525 (L x B) 120 mm x 200 mm StÃ¤rke 2 mm 5.5 W/mK"|hoh|52,64|2|http://admin.next.hoh.de/media/image/thumbnail//1013171_4031741465886f5fa3c800c43567868a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013171
101435531| |4016138613018|sonstige|"2 Port SATA III PCI-Express-Karte"|hoh|41,08|186|http://admin.next.hoh.de/media/image/thumbnail//1013268_e78ce99c76116df932197171b5face58_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013268
101435725| |4016138325799|sonstige|"Alu-LÃ¼fterfilter 120 mm"|hoh|5,12|432|http://admin.next.hoh.de/media/image/thumbnail//1013291_93b1c4a11492851a9bc7137c6d283efd_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013291
101435748|PENCLIC D2|7350011020218|sonstige|"Penclic Mouse D2 Ergonomische Stiftmaus, Kabelgebunden"|hoh|45,34|7|http://admin.next.hoh.de/media/image/thumbnail//1013293_2e80d7a580e3d67cf9f48127f1b7554c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013293
10155772|80-230204|3417762302049|vtech|"VTech Storio 2 Lernspiel Disney Prinzessinnen 80-230204"|hoh|15,78|25||http://www.hoh.de/detail/index/sArticle/604391
10154438|BN203|4260052182222|Be-Quiet|"be quiet! Dark Power Pro 10 850W ATX 2.31 80+ Platinum"|hoh|161,44|3|http://admin.next.hoh.de/media/image/thumbnail//583231_ede4c5e3c56a942dfcddfb411e34db7c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/583231
10154446|CMZ8GX3M1A1600C9|0843591024488|Corsair|"Corsair 8GB PC3-12800U DDR3-1600 CL10 Vengeance "|hoh|40,18|2|http://admin.next.hoh.de/media/image/thumbnail//589731_d19e6032ec4a617f5a79c962a7329695_720x600.jpg|http://www.hoh.de/detail/index/sArticle/589731
10153431|X4895|0746775138608|Mattel|"Mattel Bezzerwizzer Deluxe"|hoh|33,57|4||http://www.hoh.de/detail/index/sArticle/961131
10155696|FB201B|0898628002137|Fitbit|"Fitbit Aria digitale WiFi Personenwaage black"|hoh|78,61|15|http://admin.next.hoh.de/media/image/thumbnail//604181_e0374ee9c526225ae4e3b1f9feef578d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/604181
10155697|FB201W|0898628002113|Fitbit|"Fitbit Aria digitale WiFi Personenwaage weiÃ"|hoh|80,71|35|http://admin.next.hoh.de/media/image/thumbnail//603131_b41df11edcabcd6d4d16166e1fe05d32_720x600.jpg|http://www.hoh.de/detail/index/sArticle/603131
101436012|620 200 457|2050000034275|CONTRINEX|"M18 Lichtschranke Contrinex LHS-1180-303 Refl.-Lichtschr. mit HGA Reichweite 10 - 120 mm"|hoh|78,80|13|http://admin.next.hoh.de/media/image/thumbnail//1013328_e4f644e2c05fe0a34668ee9a7d466c91_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013328
101436080|80-6113-2677-0|2050000465062|3M|"Einzeladerverbinder flexibel: 0.13-0.65 mmÂ² starr: 0.13-0.65 mmÂ² Polzahl: 2 3M UY2-PK25 25 St. Gelb"|hoh|10,11|1|http://admin.next.hoh.de/media/image/thumbnail//1013337_063e293fb4a2eaaf7006e75067cfb190_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013337
101436271|58702411|4021553581651|sonstige|"LED-Signalleuchte Rot 24 V/DC, 24 V/AC 58702411"|hoh|3,64|13|http://admin.next.hoh.de/media/image/thumbnail//1013364_9b123bf7c315ff2b85f3a4182771b1df_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013364
101436379|G062|4024028060620|Kemo|"Universal-GehÃ¤use Kunststoff Grau 205 x 130 x 35 Kemo G062 1 St."|hoh|1,54|48|http://admin.next.hoh.de/media/image/thumbnail//1013380_fb6a0c02a40a28b1784c2de00b2e0455_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013380
101436457|SFP-SX-MM|2050001495624|LIGHTWIN|"Lightwin Interface Converter"|hoh|42,39|6|http://admin.next.hoh.de/media/image/thumbnail//1013395_dd2edcd7c23287e0e43229956a57b123_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013395
101436533|F1DS102Jea|             |Belkin|"Belkin SOHO KVM Umschalter fÃ¼r 2 PCs"|hoh|88,27|3|http://admin.next.hoh.de/media/image/thumbnail//1013409_aa1525a0406257d8680c9626df30437d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013409
101436595|523UYD/S530-A3|2050000037030|EVERLIGHT OPTO|"LED bedrahtet Gelb Rechteckig 2 x 5 mm 32 mcd 180 Â° 20 mA 2 V Everlight Opto 523UYD/S530-A3"|hoh|0,16|10570|http://admin.next.hoh.de/media/image/thumbnail//1013423_9afc3f89fd1a84718ee3f4220efc8346_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013423
100119497|7922-004R|4719072368982|MSI|"MSI Z97S SLI Krait Edition Z97 Sockel 1150 ATX DDR3"|hoh|97,69|2|http://admin.next.hoh.de/media/image/thumbnail//5e630c97cb03655eafd7ae4c9e34e078_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1031236
100120009|770060|4250816837024|deinPhone|"deinPhone Leder Flipcase fÃ¼r Sony Xperia Z1 PREMIUM Echtleder schwarz"|hoh|12,56|1|http://admin.next.hoh.de/media/image/thumbnail//1031539_0b4fb369569e2a13a8417e2911399aa8_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1031539
100120028|RBX-PLA-BL823|5060162122465|CEL Technology|"CEL Robox SmartReel Filament 1,75mm 650g PLA Cornflower Blue"|hoh|36,93|12|http://admin.next.hoh.de/media/image/thumbnail//337dc03f90fe6b93b1d23c696cd32fcd555f206987ebf_720x600.png|http://www.hoh.de/detail/index/sArticle/1033921
100120040|MZ-75E1T0B/EU|8806086523042|Samsung IT|"Samsung SSD 850 EVO 1TB 2.5"" SATA 6Gb/s V-NAND TLC Toggle"|hoh|307,20|1|http://admin.next.hoh.de/media/image/thumbnail//1031571_d3dc85197ee5998af92e5bdab35e7927_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1031571
100120233|2900112|4250816824888|deinPhone|"deinPhone Displayschutzfolie 1x Clear fÃ¼r Apple iPhone 6"|hoh|2,51|1|http://admin.next.hoh.de/media/image/thumbnail//1031804_7c40020c7aa0f330bdc2d0a58059811d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1031804
100120315|230017|4250816823157|deinPhone|"deinPhone Displayschutzfolie 5x Matt fÃ¼r Samsung Galaxy S3 Mini"|hoh|4,19|1|http://admin.next.hoh.de/media/image/thumbnail//1031871_ec597f4ae7eacbdb6ffec57cab2e7346_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1031871
100120359|770003|4250816866475|deinPhone|"deinPhone Displayschutzfolie 5x Clear fÃ¼r Sony Xperia Z1"|hoh|4,19|2|http://admin.next.hoh.de/media/image/thumbnail//1031905_b41d1609120e070b9ae4d1d3c9acf778_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1031905
100121136|TN2000|4977766630795|Brother|"Toner Original Brother TN-2000 Schwarz Seitenreichweite max. 2500 Seiten"|hoh|61,30|50|http://admin.next.hoh.de/media/image/thumbnail//1010094_96e5245eb01c4334fc5865fd164f50af_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1010094
10155768|80-136804|3417761368046|vtech|"VTech Storio 2 blau 80-136804"|hoh|46,18|27||http://www.hoh.de/detail/index/sArticle/604351
10155770|80-231104|3417762311041|vtech|"VTech Storio 2 Lernspiel Hello Kitty 80-231104"|hoh|13,49|17||http://www.hoh.de/detail/index/sArticle/604371
101436927|SMU1069|2050000071669|sonstige|"LED-Fassung Metall Passend fÃ¼r LED 3 mm Schraubbefestigung Signal Construct SMU1069"|hoh|0,73|2065|http://admin.next.hoh.de/media/image/thumbnail//1013479_d673daa2fdc4f31ded3ee0ad5a4ebf8f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013479
101436938|25CDQ80SP|             |SONY|"CD-R Rohling 700 MB Sony 25CDQ80SP 25 St. Spindel"|hoh|7,05|23|http://admin.next.hoh.de/media/image/thumbnail//1013480_29178b8ec17e7c116f646ada76815bb4_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013480
101437044|F3N418eb06-APL|             |Belkin|"FireWire Anschlusskabel [1x Firewire (800) Stecker 9pol. - 1x Firewire (800) Stecker 9pol.] 1.80 m S"|hoh|30,21|6|http://admin.next.hoh.de/media/image/thumbnail//1013501_54dffe893b77116365a54d0c4f67f058_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013501
101437106|SKIH10224|2050000009136|SIGNAL CONSTRUCT|"LED-Signalleuchte GrÃ¼n Pfeil 24 V/DC, 24 V/AC 20 mA Signal Construct SKIH10224"|hoh|2,15|233|http://admin.next.hoh.de/media/image/thumbnail//1013510_5a72c60b9207b48db1796f64d0ef4d88_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013510
101437123|P100-2-160DK|4016138540581|ROLEC|"Hand-GehÃ¤use Aluminium Grau 160 x 138 Rolec P100-2-160DK 1 St."|hoh|91,71|3|http://admin.next.hoh.de/media/image/thumbnail//1013514_6a40439a4a8ff08ce67efeb8a31b3e85_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013514
10155961|ASX900S3-128GM-C|4713435794616|ADATA|"ADATA XPG SX900 128GB SATA 6Gb/s 2.5"""|hoh|58,38|2|http://admin.next.hoh.de/media/image/thumbnail//607361_f1e558399ecac5adbd7ce22a1dfef533_720x600.jpg|http://www.hoh.de/detail/index/sArticle/607361
